true_char,pred_topk,pred1,context
孫,孫永萬千寶,孫,唯 曾 伯 文 自 作 寶 ， 用 賜 壽 、 黃 耇 ， 其 萬 年 ， 子 子 孫 。
三,三四五二六,三,唯 王 卅 又 四 祀 ， 唯 五 月 既 戊 午 ， 王 在 京 ， 禘 於 昭 ， 鮮 蔑 ， 王 𬔧 ， 玉 品 ， 貝 廿 朋 ， 對 王 休 ， 用 ， 子 孫 其 永 寶 。
公,公侯王叔伯,公,唯 十 月 ， 用 玁 放 𬌐 ， 廣 京 師 ， 告 追 于 王 ， 命 武 公 乃 元 士 ， 羞 追 于 京 師 ， 武 命 多 友 率 公 車 ， 羞 追 于 京 ， 癸 未 ， 戎 伐 ， 衣 孚 ， 友 西 追 ， 甲 申 之 辰 ， 搏 于 ， 多 友 有 折 首 執 訊 ， 凡 公 車 折 首 二 百 又 □ 又 五 人 ， 執 訊 廿 又 三 人 ， 俘 戎 車 百 一 十 又 七 乘 ， 卒 復 人 俘 ， 又 搏 于 共 ， 折
師,師师王公君,師,唯 十 月 ， 用 玁 放 𬌐 ， 廣 京 師 ， 告 追 于 王 ， 命 武 公 乃 元 士 ， 羞 追 于 京 師 ， 武 命 多 友 率 公 車 ， 羞 追 于 京 ， 癸 未 ， 戎 伐 ， 衣 孚 ， 友 西 追 ， 甲 申 之 辰 ， 搏 于 ， 多 友 有 折 首 執 訊 ， 凡 公 車 折 首 二 百 又 □ 又 五 人 ， 執 訊 廿 又 三 人 ， 俘 戎 車 百 一 十 又 七 乘 ， 卒 復 人 俘 ， 又 搏 于 共 ， 折
多,多大少小畢,多,唯 十 月 ， 用 玁 放 𬌐 ， 廣 京 師 ， 告 追 于 王 ， 命 武 公 乃 元 士 ， 羞 追 于 京 師 ， 武 命 多 友 率 公 車 ， 羞 追 于 京 ， 癸 未 ， 戎 伐 ， 衣 孚 ， 友 西 追 ， 甲 申 之 辰 ， 搏 于 ， 多 友 有 折 首 執 訊 ， 凡 公 車 折 首 二 百 又 □ 又 五 人 ， 執 訊 廿 又 三 人 ， 俘 戎 車 百 一 十 又 七 乘 ， 卒 復 人 俘 ， 又 搏 于 共 ， 折
光,乎子以光乃,乎,余 嚴 天 之 命 ， 入 城 不 賡 ， 春 稔 歲 ， 吉 日 初 庚 ， 吳 王 𬨤 之 穆 贈 舒 金 ， 青 鋁 尃 皇 ， 以 作 持 。
考,考妣𣪕辛室,考,𬁡 既 拜 𩒨 首 ， 升 于 厥 文 祖 。
即,即在入當就,即,唯 四 年 二 月 ， 既 生 霸 戊 戌 ， 王 在 周 師 彔 宮 ， 各 大 室 ， 位 ， 馬 共 佑 ， 王 乎 史 册 賜 靳 、 鞹 芾 、 鋚 勒 ， 對 揚 天 子 休 ， 用 作 文 考 寶 ， 其 萬 年 ， 子 子 孫 孫 其 寶 ， 木 羊 册 。
敢,敢廼用免𬁡,敢,唯 四 年 二 月 ， 既 生 霸 戊 戌 ， 王 在 周 師 彔 宮 ， 各 大 室 ， 位 ， 馬 共 佑 ， 王 乎 史 册 賜 靳 、 鞹 芾 、 鋚 勒 ， 對 揚 天 子 休 ， 用 作 文 考 寶 ， 其 萬 年 ， 子 子 孫 孫 其 寶 ， 木 羊 册 。
𣪕,𣪕鼎盤彝壺,𣪕,唯 四 年 二 月 ， 既 生 霸 戊 戌 ， 王 在 周 師 彔 宮 ， 各 大 室 ， 位 ， 馬 共 佑 ， 王 乎 史 册 賜 靳 、 鞹 芾 、 鋚 勒 ， 對 揚 天 子 休 ， 用 作 文 考 寶 ， 其 萬 年 ， 子 子 孫 孫 其 寶 ， 木 羊 册 。
永,永用子萬年,永,唯 四 年 二 月 ， 既 生 霸 戊 戌 ， 王 在 周 師 彔 宮 ， 各 大 室 ， 位 ， 馬 共 佑 ， 王 乎 史 册 賜 靳 、 鞹 芾 、 鋚 勒 ， 對 揚 天 子 休 ， 用 作 文 考 寶 ， 其 萬 年 ， 子 子 孫 孫 其 寶 ， 木 羊 册 。
子,子孫兄父臣,子,唯 王 正 月 ， 初 吉 丁 亥 ， 呂 曰 ： 余 畢 公 之 孫 、 呂 伯 之 ， 余 頡 事 君 ， 余 狩 武 ， 作 爲 余 鐘 ， 玄 鋁 ， 大 八 肆 ， 其 四 堵 ， 矯 矯 其 ， 既 伸 暢 虡 ， 大 鐘 既 懸 ， 鼓 ， 余 不 敢 爲 驕 ， 我 享 孝 ， 樂 我 先 祖 ， 以 祈 眉 ， 世 世 子 孫 ， 永 以 爲 寶 。
鐘,鐘釜林梁廟,鐘,唯 王 正 月 ， 初 吉 丁 亥 ， 呂 曰 ： 余 畢 公 之 孫 、 呂 伯 之 ， 余 頡 事 君 ， 余 狩 武 ， 作 爲 余 鐘 ， 玄 鋁 ， 大 八 肆 ， 其 四 堵 ， 矯 矯 其 ， 既 伸 暢 虡 ， 大 鐘 既 懸 ， 鼓 ， 余 不 敢 爲 驕 ， 我 享 孝 ， 樂 我 先 祖 ， 以 祈 眉 ， 世 世 子 孫 ， 永 以 爲 寶 。
以,其以好用心,其,唯 王 正 月 ， 初 吉 丁 亥 ， 呂 曰 ： 余 畢 公 之 孫 、 呂 伯 之 ， 余 頡 事 君 ， 余 狩 武 ， 作 爲 余 鐘 ， 玄 鋁 ， 大 八 肆 ， 其 四 堵 ， 矯 矯 其 ， 既 伸 暢 虡 ， 大 鐘 既 懸 ， 鼓 ， 余 不 敢 爲 驕 ， 我 享 孝 ， 樂 我 先 祖 ， 以 祈 眉 ， 世 世 子 孫 ， 永 以 爲 寶 。
壽,壽老寿忌子,壽,唯 王 正 月 ， 初 吉 丁 亥 ， 呂 曰 ： 余 畢 公 之 孫 、 呂 伯 之 ， 余 頡 事 君 ， 余 狩 武 ， 作 爲 余 鐘 ， 玄 鋁 ， 大 八 肆 ， 其 四 堵 ， 矯 矯 其 ， 既 伸 暢 虡 ， 大 鐘 既 懸 ， 鼓 ， 余 不 敢 爲 驕 ， 我 享 孝 ， 樂 我 先 祖 ， 以 祈 眉 ， 世 世 子 孫 ， 永 以 爲 寶 。
受,王考受立大,王,王 若 曰 ： ， 丕 顯 文 、 武 命 ， 則 乃 祖 奠 周 邦 ， 今 余 汝 嫡 官 邑 人 ， 先 虎 臣 後 ： 西 門 夷 、 秦 夷 、 京 夷 、 夷 、 師 、 側 薪 、 華 夷 、 弁 夷 、 人 、 成 周 走 亞 、 戌 、 秦 人 、 降 人 、 服 夷 ， 汝 玄 衣 純 、 緇 芾 、 衡 、 戈 琱 、 厚 、 彤 蘇 、 鑾 、 鋚 勒 ， 用 事 ， 𩒨 首 ， 揚 天 子 休 命 ，
賜,賜令授使受,賜,王 若 曰 ： ， 丕 顯 文 、 武 命 ， 則 乃 祖 奠 周 邦 ， 今 余 汝 嫡 官 邑 人 ， 先 虎 臣 後 ： 西 門 夷 、 秦 夷 、 京 夷 、 夷 、 師 、 側 薪 、 華 夷 、 弁 夷 、 人 、 成 周 走 亞 、 戌 、 秦 人 、 降 人 、 服 夷 ， 汝 玄 衣 純 、 緇 芾 、 衡 、 戈 琱 、 厚 、 彤 蘇 、 鑾 、 鋚 勒 ， 用 事 ， 𩒨 首 ， 揚 天 子 休 命 ，
對,對永受敢高,對,王 若 曰 ： ， 丕 顯 文 、 武 命 ， 則 乃 祖 奠 周 邦 ， 今 余 汝 嫡 官 邑 人 ， 先 虎 臣 後 ： 西 門 夷 、 秦 夷 、 京 夷 、 夷 、 師 、 側 薪 、 華 夷 、 弁 夷 、 人 、 成 周 走 亞 、 戌 、 秦 人 、 降 人 、 服 夷 ， 汝 玄 衣 純 、 緇 芾 、 衡 、 戈 琱 、 厚 、 彤 蘇 、 鑾 、 鋚 勒 ， 用 事 ， 𩒨 首 ， 揚 天 子 休 命 ，
樂,樂宴饗召爲,樂,唯 王 正 月 ， 初 吉 乙 巳 ， □ 勾 之 孫 □ 亘 □ 喪 ， 王 欲 復 ， 擇 吉 金 ， 自 作 龢 鐘 ， 以 賓 客 ， 誌 勞 諸 侯 ， 往 矣 ， 余 之 客 ， 酓 酓 孔 協 ， 萬 世 ， 無 疾 自 下 ， 允 位 ， 同 汝 利 ， 台 孫 皆 永 寶 。
衡,衡芾兩玉黃,衡,賜 汝 玄 衣 純 、 赤 芾 、 朱 、 鑾 旂 。
眉,眉福永萬吉,眉,其 用 追 孝 于 其 皇 考 ， 用 易 壽 、 黃 耇 、 霝 冬 ， 其 萬 年 ， 子 子 孫 孫 ， 永 寶 用 享 。
子,子世公千萬,子,楚 季 苟 作 尊 媵 盤 ， 其 子 孫 孫 ， 永 寶 用 享 。
用,用繁肇其光,用,繁 拜 手 𩒨 首 ， 對 揚 公 休 ， 作 文 考 辛 公 寶 𱀵 彝 ， 其 萬 寶 。
年,年壽世用考,年,繁 拜 手 𩒨 首 ， 對 揚 公 休 ， 作 文 考 辛 公 寶 𱀵 彝 ， 其 萬 寶 。
膺,翼臨膺奠勤,翼,王 若 曰 ： 父 ， 丕 顯 文 武 ， 皇 天 引 厭 厥 德 配 我 有 周 ， 受 大 命 ， 率 懷 不 廷 方 ， 亡 覲 于 文 武 耿 光 ， 唯 天 壯 集 命 ， 亦 唯 先 正 厥 辟 ， 堇 大 命 ， 肆 皇 天 亡 斁 ， 臨 我 有 周 ， 丕 鞏 先 王 配 命 ， 天 疾 威 ， 司 余 小 子 弗 彶 ， 將 曷 吉 ， 四 方 ， 大 縱 靖 ， 烏 乎 ， 余 小 子 ， 于 艱 ， 永 鞏 先
不,敢夕不受得,敢,王 若 曰 ： 父 ， 丕 顯 文 武 ， 皇 天 引 厭 厥 德 配 我 有 周 ， 受 大 命 ， 率 懷 不 廷 方 ， 亡 覲 于 文 武 耿 光 ， 唯 天 壯 集 命 ， 亦 唯 先 正 厥 辟 ， 堇 大 命 ， 肆 皇 天 亡 斁 ， 臨 我 有 周 ， 丕 鞏 先 王 配 命 ， 天 疾 威 ， 司 余 小 子 弗 彶 ， 將 曷 吉 ， 四 方 ， 大 縱 靖 ， 烏 乎 ， 余 小 子 ， 于 艱 ， 永 鞏 先
保,保見忘亡受,保,王 若 曰 ： 父 ， 丕 顯 文 武 ， 皇 天 引 厭 厥 德 配 我 有 周 ， 受 大 命 ， 率 懷 不 廷 方 ， 亡 覲 于 文 武 耿 光 ， 唯 天 壯 集 命 ， 亦 唯 先 正 厥 辟 ， 堇 大 命 ， 肆 皇 天 亡 斁 ， 臨 我 有 周 ， 丕 鞏 先 王 配 命 ， 天 疾 威 ， 司 余 小 子 弗 彶 ， 將 曷 吉 ， 四 方 ， 大 縱 靖 ， 烏 乎 ， 余 小 子 ， 于 艱 ， 永 鞏 先
九,九五六四十,九,唯 王 于 伐 楚 ， 伯 在 炎 ， 唯 月 ， 既 死 霸 丁 丑 ， 作 册 夨 尊 宜 于 王 姜 ， 姜 賞 令 貝 十 、 臣 十 家 、 鬲 百 人 。
朋,朋人家匹宗,朋,唯 王 于 伐 楚 ， 伯 在 炎 ， 唯 月 ， 既 死 霸 丁 丑 ， 作 册 夨 尊 宜 于 王 姜 ， 姜 賞 令 貝 十 、 臣 十 家 、 鬲 百 人 。
太,太君王公小,太,唯 王 正 月 ， 初 吉 丁 亥 ， 黃 子 伯 克 作 仲 嬴 [ UNK - 10162 - 0 ] 媵 盤 ， 用 祈 眉 壽 萬 無 疆 ， 子 子 孫 孫 ， 永 寶 用 。
年,年日世命月,年,唯 王 正 月 ， 初 吉 丁 亥 ， 黃 子 伯 克 作 仲 嬴 [ UNK - 10162 - 0 ] 媵 盤 ， 用 祈 眉 壽 萬 無 疆 ， 子 子 孫 孫 ， 永 寶 用 。
之,之享也此孝,之,唯 王 正 月 ， 初 吉 丁 亥 ， 黃 子 伯 克 作 仲 嬴 [ UNK - 10162 - 0 ] 媵 盤 ， 用 祈 眉 壽 萬 無 疆 ， 子 子 孫 孫 ， 永 寶 用 。
年,年壽日金歲,年,季 良 父 作 崇 媵 ， 其 萬 ， 子 子 孫 孫 永 寶 用 。
休,休釐氏彝耳,休,卯 拜 手 𩒨 首 ， 敢 對 揚 榮 伯 ， 用 作 寶 尊 𣪕 ， 卯 其 萬 年 ， 子 子 孫 孫 永 寶 用 。
齊,燕齊應陳曾,燕,侯 作 媵 寬 孟 姜 膳 敦 。
王,王遹伯拜用,王,冊 命 尹 ， 賜 赤 芾 、 幽 衡 、 鋚 勒 。
唯,唯十在卅惟,唯,五 年 三 月 ， 既 死 霸 庚 寅 ， 初 格 伐 玁 于 𫊣 。
王,王師仲季侯,王,五 年 三 月 ， 既 死 霸 庚 寅 ， 初 格 伐 玁 于 𫊣 。
辛,乙辛丁癸甲,乙,亥 ， 王 在 寢 ， 賞 寢 敄 □ 貝 朋 ， 用 作 祖 癸 寶 尊 。
二,二十五一百,二,亥 ， 王 在 寢 ， 賞 寢 敄 □ 貝 朋 ， 用 作 祖 癸 寶 尊 。
唯,唯在凡王正,唯,八 月 既 望 ， 辰 在 甲 申 ， 昧 ， 三 左 三 右 多 君 入 服 酒 ， ， 王 各 周 廟 ， □□□ 邦 賓 ， 延 邦 賓 尊 其 旅 服 ， 東 嚮 ， 以 多 旂 佩 ， 鬼 方 子 □□ 入 門 ， 告 曰 ： 王 令 盂 以 □□ 鬼 方 ， □□□ 聝 □ ， 執 酋 人 ， 獲 聝 四 千 八 百 又 二 聝 ， 俘 人 萬 三 千 八 十 一 人 ， 俘 四 □□ 匹 ， 俘 車 卅 輛 ， 俘 三 百 五 十 五
盂,盂王余廼于,盂,八 月 既 望 ， 辰 在 甲 申 ， 昧 ， 三 左 三 右 多 君 入 服 酒 ， ， 王 各 周 廟 ， □□□ 邦 賓 ， 延 邦 賓 尊 其 旅 服 ， 東 嚮 ， 以 多 旂 佩 ， 鬼 方 子 □□ 入 門 ， 告 曰 ： 王 令 盂 以 □□ 鬼 方 ， □□□ 聝 □ ， 執 酋 人 ， 獲 聝 四 千 八 百 又 二 聝 ， 俘 人 萬 三 千 八 十 一 人 ， 俘 四 □□ 匹 ， 俘 車 卅 輛 ， 俘 三 百 五 十 五
馬,馬矛臣矢戈,馬,八 月 既 望 ， 辰 在 甲 申 ， 昧 ， 三 左 三 右 多 君 入 服 酒 ， ， 王 各 周 廟 ， □□□ 邦 賓 ， 延 邦 賓 尊 其 旅 服 ， 東 嚮 ， 以 多 旂 佩 ， 鬼 方 子 □□ 入 門 ， 告 曰 ： 王 令 盂 以 □□ 鬼 方 ， □□□ 聝 □ ， 執 酋 人 ， 獲 聝 四 千 八 百 又 二 聝 ， 俘 人 萬 三 千 八 十 一 人 ， 俘 四 □□ 匹 ， 俘 車 卅 輛 ， 俘 三 百 五 十 五
唯,唯十惟卅在,唯,五 年 正 月 己 丑 ， 琱 甥 有 事 ， 召 來 合 事 ， 余 獻 氏 以 壺 ， 告 曰 ： 以 君 氏 令 曰 ， 余 老 公 ， 僕 庸 土 田 多 ， 弋 伯 從 許 ， 公 宕 其 ， 汝 則 宕 貳 ， 公 宕 其 貳 ， 汝 則 宕 其 ， 余 惠 于 君 氏 大 璋 ， 報 帛 束 、 璜 ， 召 伯 虎 曰 ： 余 訊 ， 我 考 我 母 令 ， 余 弗 亂 ， 余 或 致 我 考 我 母 令 ， 甥 則 覲 圭 。
氏,虎氏來豹降,虎,五 年 正 月 己 丑 ， 琱 甥 有 事 ， 召 來 合 事 ， 余 獻 氏 以 壺 ， 告 曰 ： 以 君 氏 令 曰 ， 余 老 公 ， 僕 庸 土 田 多 ， 弋 伯 從 許 ， 公 宕 其 ， 汝 則 宕 貳 ， 公 宕 其 貳 ， 汝 則 宕 其 ， 余 惠 于 君 氏 大 璋 ， 報 帛 束 、 璜 ， 召 伯 虎 曰 ： 余 訊 ， 我 考 我 母 令 ， 余 弗 亂 ， 余 或 致 我 考 我 母 令 ， 甥 則 覲 圭 。
其,其汝厥我余,其,五 年 正 月 己 丑 ， 琱 甥 有 事 ， 召 來 合 事 ， 余 獻 氏 以 壺 ， 告 曰 ： 以 君 氏 令 曰 ， 余 老 公 ， 僕 庸 土 田 多 ， 弋 伯 從 許 ， 公 宕 其 ， 汝 則 宕 貳 ， 公 宕 其 貳 ， 汝 則 宕 其 ， 余 惠 于 君 氏 大 璋 ， 報 帛 束 、 璜 ， 召 伯 虎 曰 ： 余 訊 ， 我 考 我 母 令 ， 余 弗 亂 ， 余 或 致 我 考 我 母 令 ， 甥 則 覲 圭 。
敢,克能敢具善,克,五 年 正 月 己 丑 ， 琱 甥 有 事 ， 召 來 合 事 ， 余 獻 氏 以 壺 ， 告 曰 ： 以 君 氏 令 曰 ， 余 老 公 ， 僕 庸 土 田 多 ， 弋 伯 從 許 ， 公 宕 其 ， 汝 則 宕 貳 ， 公 宕 其 貳 ， 汝 則 宕 其 ， 余 惠 于 君 氏 大 璋 ， 報 帛 束 、 璜 ， 召 伯 虎 曰 ： 余 訊 ， 我 考 我 母 令 ， 余 弗 亂 ， 余 或 致 我 考 我 母 令 ， 甥 則 覲 圭 。
壽,壽寿金文光,壽,曾 伯 文 自 作 寶 ， 用 賜 眉 、 黃 耇 ， 其 萬 年 ， 子 子 孫 。
孫,孫寶永用常,孫,曾 伯 文 自 作 寶 ， 用 賜 眉 、 黃 耇 ， 其 萬 年 ， 子 子 孫 。
唯,唯今凡殷惟,唯,王 卅 又 四 祀 ， 唯 五 月 既 午 ， 王 在 京 ， 禘 於 昭 王 ， 鮮 蔑 ， 王 𬔧 ， 玉 三 ， 貝 廿 朋 ， 對 王 休 ， 用 作 ， 子 孫 其 永 寶 。
戊,甲庚丙壬戊,甲,王 卅 又 四 祀 ， 唯 五 月 既 午 ， 王 在 京 ， 禘 於 昭 王 ， 鮮 蔑 ， 王 𬔧 ， 玉 三 ， 貝 廿 朋 ， 對 王 休 ， 用 作 ， 子 孫 其 永 寶 。
唯,唯在冬二凡,唯,十 月 ， 用 玁 放 𬌐 ， 廣 伐 師 ， 告 追 于 王 ， 命 武 公 遣 元 士 ， 羞 追 于 京 師 ， 武 公 多 友 率 公 車 ， 羞 追 于 京 師 ， 癸 未 ， 戎 伐 ， 衣 孚 ， 多 西 追 ， 甲 申 之 辰 ， 搏 于 ， 多 友 有 折 首 執 訊 ， 凡 以 車 折 首 二 百 又 □ 又 五 人 ， 訊 廿 又 三 人 ， 俘 戎 車 百 乘 十 又 七 乘 ， 卒 復 人 俘 ， 搏 于 共 ， 折
京,京楚古戎秦,京,十 月 ， 用 玁 放 𬌐 ， 廣 伐 師 ， 告 追 于 王 ， 命 武 公 遣 元 士 ， 羞 追 于 京 師 ， 武 公 多 友 率 公 車 ， 羞 追 于 京 師 ， 癸 未 ， 戎 伐 ， 衣 孚 ， 多 西 追 ， 甲 申 之 辰 ， 搏 于 ， 多 友 有 折 首 執 訊 ， 凡 以 車 折 首 二 百 又 □ 又 五 人 ， 訊 廿 又 三 人 ， 俘 戎 車 百 乘 十 又 七 乘 ， 卒 復 人 俘 ， 搏 于 共 ， 折
命,賜遣命令敗,賜,十 月 ， 用 玁 放 𬌐 ， 廣 伐 師 ， 告 追 于 王 ， 命 武 公 遣 元 士 ， 羞 追 于 京 師 ， 武 公 多 友 率 公 車 ， 羞 追 于 京 師 ， 癸 未 ， 戎 伐 ， 衣 孚 ， 多 西 追 ， 甲 申 之 辰 ， 搏 于 ， 多 友 有 折 首 執 訊 ， 凡 以 車 折 首 二 百 又 □ 又 五 人 ， 訊 廿 又 三 人 ， 俘 戎 車 百 乘 十 又 七 乘 ， 卒 復 人 俘 ， 搏 于 共 ， 折
友,友追敗姬救,友,十 月 ， 用 玁 放 𬌐 ， 廣 伐 師 ， 告 追 于 王 ， 命 武 公 遣 元 士 ， 羞 追 于 京 師 ， 武 公 多 友 率 公 車 ， 羞 追 于 京 師 ， 癸 未 ， 戎 伐 ， 衣 孚 ， 多 西 追 ， 甲 申 之 辰 ， 搏 于 ， 多 友 有 折 首 執 訊 ， 凡 以 車 折 首 二 百 又 □ 又 五 人 ， 訊 廿 又 三 人 ， 俘 戎 車 百 乘 十 又 七 乘 ， 卒 復 人 俘 ， 搏 于 共 ， 折
公,戎公我命左,戎,十 月 ， 用 玁 放 𬌐 ， 廣 伐 師 ， 告 追 于 王 ， 命 武 公 遣 元 士 ， 羞 追 于 京 師 ， 武 公 多 友 率 公 車 ， 羞 追 于 京 師 ， 癸 未 ， 戎 伐 ， 衣 孚 ， 多 西 追 ， 甲 申 之 辰 ， 搏 于 ， 多 友 有 折 首 執 訊 ， 凡 以 車 折 首 二 百 又 □ 又 五 人 ， 訊 廿 又 三 人 ， 俘 戎 車 百 乘 十 又 七 乘 ， 卒 復 人 俘 ， 搏 于 共 ， 折
執,執俘獲折通,執,十 月 ， 用 玁 放 𬌐 ， 廣 伐 師 ， 告 追 于 王 ， 命 武 公 遣 元 士 ， 羞 追 于 京 師 ， 武 公 多 友 率 公 車 ， 羞 追 于 京 師 ， 癸 未 ， 戎 伐 ， 衣 孚 ， 多 西 追 ， 甲 申 之 辰 ， 搏 于 ， 多 友 有 折 首 執 訊 ， 凡 以 車 折 首 二 百 又 □ 又 五 人 ， 訊 廿 又 三 人 ， 俘 戎 車 百 乘 十 又 七 乘 ， 卒 復 人 俘 ， 搏 于 共 ， 折
賜,賜使令賞命,賜,拜 𩒨 首 ， 休 朕 寶 君 公 伯 ， 厥 臣 弟 井 五 㮛 ， 賜 𧙧 冑 、 干 戈 ， 弗 敢 望 公 伯 休 ， 揚 伯 休 。
對,對永降顯敢,對,拜 𩒨 首 ， 休 朕 寶 君 公 伯 ， 厥 臣 弟 井 五 㮛 ， 賜 𧙧 冑 、 干 戈 ， 弗 敢 望 公 伯 休 ， 揚 伯 休 。
子,子孫世萬男,子,越 十 又 九 年 ， 王 曰 ： 者 ， 汝 亦 虔 秉 丕 經 德 ， 以 克 總 ， 於 之 學 ， 𧻚 𧻚 哉 ， 弼 ， 往 捍 庶 盟 ， 以 祇 光 朕 ， 今 余 其 念 乃 有 齋 休 祝 ， 烈 壯 用 爯 ， 光 之 於 肆 ， 其 用 茲 ， 綏 安 乃 壽 ， 思 逸 樂 ， 勿 有 不 義 ， 之 於 不 ， 唯 王 命 ， 元 ， 乃 德 ， 孫 永 保 。
唯,唯在正惟十,唯,九 月 ， 初 吉 庚 申 ， 曾 子 邍 為 孟 姬 鑄 媵 。
唯,唯惟十凡在,唯,四 年 二 月 ， 既 生 霸 戊 戌 ， 在 周 師 彔 宮 ， 各 大 室 ， 即 ， 馬 共 佑 ， 王 乎 史 賜 靳 、 鞹 芾 、 鋚 勒 ， 敢 揚 天 子 休 ， 用 作 文 考 寶 𣪕 ， 其 萬 年 ， 子 子 孫 孫 其 永 ， 木 羊 册 。
