true_char,pred_topk,pred1,context
祼,賜赐受賞王,賜,"唯王卅又四祀,唯五月既戊午,王在京,禘 於王,鮮蔑,祼王𬔧 ,玉三品,貝廿朋,對王休,用作,子孫其永寶。"
衣,俾不厥克即,俾,"唯十月,用玁 放𬌐 ,廣伐京師,告追于王,武公遣乃元士,羞追于京,武公命多友率公車,羞于京師,癸未,戎伐,孚,多友西追,甲申之辰,搏于,多友有折首執,凡以公車折首二百又□五人,執訊廿又三人,俘戎百乘一十又七乘,卒復俘,又搏于共"
人,厥無執余俘,厥,"唯十月,用玁 放𬌐 ,廣伐京師,告追于王,武公遣乃元士,羞追于京,武公命多友率公車,羞于京師,癸未,戎伐,孚,多友西追,甲申之辰,搏于,多友有折首執,凡以公車折首二百又□五人,執訊廿又三人,俘戎百乘一十又七乘,卒復俘,又搏于共"
尃,卲媵𩒨匄𣪕,卲,"余嚴天之命,入城不賡,侍春稔歲,吉日初庚,吳光𬨤 之穆贈舒金,青鋁 皇,以作持。"
望,墜廢逆毀蔽,墜,"拜𩒨 首,休朕寶君伯,賜厥臣弟井五㮛 ,賜𧙧 冑、干戈,弗敢公伯休,對揚伯休。"
者,師汝余元工,師,"唯越十又九年,王曰:,汝亦虔秉丕經德,以總光,於之學,𧻚𧻚 ,弼王,往捍庶盟,以光朕位,今余其念乃有休祝成,烈壯用爯 ,光於肆,汝其用茲,綏安乃,思逸康樂,勿有不義,之於不啻,唯王命,元,乃德,子孫永保。"
克,受顯成作憲,受,"唯越十又九年,王曰:,汝亦虔秉丕經德,以總光,於之學,𧻚𧻚 ,弼王,往捍庶盟,以光朕位,今余其念乃有休祝成,烈壯用爯 ,光於肆,汝其用茲,綏安乃,思逸康樂,勿有不義,之於不啻,唯王命,元,乃德,子孫永保。"
哉,命首事翼身,命,"唯越十又九年,王曰:,汝亦虔秉丕經德,以總光,於之學,𧻚𧻚 ,弼王,往捍庶盟,以光朕位,今余其念乃有休祝成,烈壯用爯 ,光於肆,汝其用茲,綏安乃,思逸康樂,勿有不義,之於不啻,唯王命,元,乃德,子孫永保。"
祇,奠作成儆高,奠,"唯越十又九年,王曰:,汝亦虔秉丕經德,以總光,於之學,𧻚𧻚 ,弼王,往捍庶盟,以光朕位,今余其念乃有休祝成,烈壯用爯 ,光於肆,汝其用茲,綏安乃,思逸康樂,勿有不義,之於不啻,唯王命,元,乃德,子孫永保。"
齋,魯且顯丕榮,魯,"唯越十又九年,王曰:,汝亦虔秉丕經德,以總光,於之學,𧻚𧻚 ,弼王,往捍庶盟,以光朕位,今余其念乃有休祝成,烈壯用爯 ,光於肆,汝其用茲,綏安乃,思逸康樂,勿有不義,之於不啻,唯王命,元,乃德,子孫永保。"
之,汝朕純皇光,汝,"唯越十又九年,王曰:,汝亦虔秉丕經德,以總光,於之學,𧻚𧻚 ,弼王,往捍庶盟,以光朕位,今余其念乃有休祝成,烈壯用爯 ,光於肆,汝其用茲,綏安乃,思逸康樂,勿有不義,之於不啻,唯王命,元,乃德,子孫永保。"
壽,身國心辟邦,身,"唯越十又九年,王曰:,汝亦虔秉丕經德,以總光,於之學,𧻚𧻚 ,弼王,往捍庶盟,以光朕位,今余其念乃有休祝成,烈壯用爯 ,光於肆,汝其用茲,綏安乃,思逸康樂,勿有不義,之於不啻,唯王命,元,乃德,子孫永保。"
勒,衡旂蘇純彝,衡,"唯四年二月,既生霸戊戌,王在周師彔 宮,各大室,位,馬共佑,王乎史册賜靳、鞹 、鋚 ,敢對揚天子休,用作文寶𣪕 ,其萬年,子子孫其永寶,木羊册。"
呂,陳曾師宰叔,陳,"唯王正月,初吉丁亥,曰:余畢公之孫、呂伯子,余頡事君,余狩,作爲余鐘,玄鋁,大八肆,其四堵,矯矯其,既伸暢虡 ,大鐘既懸,玉鼓,余不敢爲驕,我以孝,樂我先祖,以祈眉壽,世世子孫,永以爲寶。"
武,徒逆耳父犀,徒,"唯王正月,初吉丁亥,曰:余畢公之孫、呂伯子,余頡事君,余狩,作爲余鐘,玄鋁,大八肆,其四堵,矯矯其,既伸暢虡 ,大鐘既懸,玉鼓,余不敢爲驕,我以孝,樂我先祖,以祈眉壽,世世子孫,永以爲寶。"
鐘,鼓音弦釜金,鼓,"唯王正月,初吉丁亥,曰:余畢公之孫、呂伯子,余頡事君,余狩,作爲余鐘,玄鋁,大八肆,其四堵,矯矯其,既伸暢虡 ,大鐘既懸,玉鼓,余不敢爲驕,我以孝,樂我先祖,以祈眉壽,世世子孫,永以爲寶。"
龍,弦鈴音聲律,弦,"唯王正月,初吉丁亥,曰:余畢公之孫、呂伯子,余頡事君,余狩,作爲余鐘,玄鋁,大八肆,其四堵,矯矯其,既伸暢虡 ,大鐘既懸,玉鼓,余不敢爲驕,我以孝,樂我先祖,以祈眉壽,世世子孫,永以爲寶。"
庸,王御命土事,王,"王若曰:,丕顯文、武命,則乃祖奠周邦,今余汝嫡官邑人,先虎臣後:西門夷、秦夷、京夷、夷、師、側薪、華夷、弁夷、人、成周走亞、戌、秦人、降人、服夷,汝玄衣純、緇 、、戈琱 、厚、彤蘇、鑾旂、鋚 勒,用事, 首,對揚天"
復,逆師少甲肆,逆,"唯王正月,初吉乙巳,□朱勾之孫□亘□喪,王欲師,擇吉金,自作龢鐘,樂賓客,誌勞諸侯,往,余之客,酓酓 孔協,世後,無疾自下,允位,汝之利,台孫皆永寶。"
矣,昔古今邦人,昔,"唯王正月,初吉乙巳,□朱勾之孫□亘□喪,王欲師,擇吉金,自作龢鐘,樂賓客,誌勞諸侯,往,余之客,酓酓 孔協,世後,無疾自下,允位,汝之利,台孫皆永寶。"
萬,繼事于乃及,繼,"唯王正月,初吉乙巳,□朱勾之孫□亘□喪,王欲師,擇吉金,自作龢鐘,樂賓客,誌勞諸侯,往,余之客,酓酓 孔協,世後,無疾自下,允位,汝之利,台孫皆永寶。"
同,唯俾因毋省,唯,"唯王正月,初吉乙巳,□朱勾之孫□亘□喪,王欲師,擇吉金,自作龢鐘,樂賓客,誌勞諸侯,往,余之客,酓酓 孔協,世後,無疾自下,允位,汝之利,台孫皆永寶。"
王,相御二三兩,相,"庚伐陸,睪其王,𬟰 方綾相乘牡,釗不□其乘牡,與以□師。"
易,祈賜祓赐綏,祈,"其用追孝于其皇考,用眉壽、黃耇 、霝 冬,萬年,子子孫孫,永寶用。"
覲,敏墜淑協聞,敏,"王若曰:父,丕顯文武,皇天引厭厥德配我有周,膺大命,率懷不廷方,亡不于文武耿光,唯天壯集厥,亦唯先正厥辟,爵堇命,肆皇天亡斁 ,臨保我有周,丕鞏先王配命,旻天威,司余小子弗彶 ,邦曷 吉,四方,大縱不,烏乎,余小子,湛艱,永鞏先王"
疾,執有丕允大,執,"王若曰:父,丕顯文武,皇天引厭厥德配我有周,膺大命,率懷不廷方,亡不于文武耿光,唯天壯集厥,亦唯先正厥辟,爵堇命,肆皇天亡斁 ,臨保我有周,丕鞏先王配命,旻天威,司余小子弗彶 ,邦曷 吉,四方,大縱不,烏乎,余小子,湛艱,永鞏先王"
將,受乃在之人,受,"王若曰:父,丕顯文武,皇天引厭厥德配我有周,膺大命,率懷不廷方,亡不于文武耿光,唯天壯集厥,亦唯先正厥辟,爵堇命,肆皇天亡斁 ,臨保我有周,丕鞏先王配命,旻天威,司余小子弗彶 ,邦曷 吉,四方,大縱不,烏乎,余小子,湛艱,永鞏先王"
于,戎有用亡受,戎,"王若曰:父,丕顯文武,皇天引厭厥德配我有周,膺大命,率懷不廷方,亡不于文武耿光,唯天壯集厥,亦唯先正厥辟,爵堇命,肆皇天亡斁 ,臨保我有周,丕鞏先王配命,旻天威,司余小子弗彶 ,邦曷 吉,四方,大縱不,烏乎,余小子,湛艱,永鞏先王"
夨,𣪕卲媵匄廩,𣪕,"唯王于伐楚,伯在炎,九月,既死霸丁丑,作册 令尊宜于王姜,姜賞令十朋、臣十家、鬲 百人。"
井,榮義江師周,榮,"唯元年六月,既望甲戌,王在杜,𢓜 于大室,白入佑師虎,即立中廷,嚮,王乎內史吳曰:册命。"
直,此宗厥官我,此,"王曰:恒,令汝更喬克鄙,賜女鑾旂,用事,夙勿灋 朕令。"
鈞,朋日訖枚品,朋,"宮令宰僕賜甹 白金十,甹 敢拜稽首。"
靜,揚對于告許,揚,"唯五月初吉,王在周,令冊內史賜免鹵百,免蔑女王休,用作盤盉 ,其萬寶用。"
𨝍,卲𩒨𣪕匄愍,卲,"唯二年正月初吉,王在周 宮,丁亥,王各于宣榭,毛伯入門,立中廷,佑祝 ,王乎內史册命𨝍 ,曰:昔先王既命汝作邑, 五邑祝,今余唯申就乃,賜汝赤、衡、鑾旂,用事,𨝍 拜手𩒨 首,對揚天子休命,𨝍 用作皇考龏 伯尊𣪕 ,𨝍 眉壽,萬年無"
纘,卲匄𩒨遘媵,卲,"唯二年正月初吉,王在周 宮,丁亥,王各于宣榭,毛伯入門,立中廷,佑祝 ,王乎內史册命𨝍 ,曰:昔先王既命汝作邑, 五邑祝,今余唯申就乃,賜汝赤、衡、鑾旂,用事,𨝍 拜手𩒨 首,對揚天子休命,𨝍 用作皇考龏 伯尊𣪕 ,𨝍 眉壽,萬年無"
咸,旦從射朔盂,旦,"榮即酋厥故,□伯□□鬼,鬼以新□從,,折酋于□,王乎伯令以人聝 入門,獻西旅,□□入燎周廟,盂以□入三,即立中廷,北嚮,盂告伯即位,伯□□□□于伯,繼伯,□伯,告咸,與諸侯侯、甸、男□□盂征,既咸,賓即位、贊,王乎贊盂,"
明,繼參桓丕宣,繼,"榮即酋厥故,□伯□□鬼,鬼以新□從,,折酋于□,王乎伯令以人聝 入門,獻西旅,□□入燎周廟,盂以□入三,即立中廷,北嚮,盂告伯即位,伯□□□□于伯,繼伯,□伯,告咸,與諸侯侯、甸、男□□盂征,既咸,賓即位、贊,王乎贊盂,"
盂,王命榮肇令,王,"榮即酋厥故,□伯□□鬼,鬼以新□從,,折酋于□,王乎伯令以人聝 入門,獻西旅,□□入燎周廟,盂以□入三,即立中廷,北嚮,盂告伯即位,伯□□□□于伯,繼伯,□伯,告咸,與諸侯侯、甸、男□□盂征,既咸,賓即位、贊,王乎贊盂,"
從,告厥命成于,告,"榮即酋厥故,□伯□□鬼,鬼以新□從,,折酋于□,王乎伯令以人聝 入門,獻西旅,□□入燎周廟,盂以□入三,即立中廷,北嚮,盂告伯即位,伯□□□□于伯,繼伯,□伯,告咸,與諸侯侯、甸、男□□盂征,既咸,賓即位、贊,王乎贊盂,"
賓,頌令成同揚,頌,"榮即酋厥故,□伯□□鬼,鬼以新□從,,折酋于□,王乎伯令以人聝 入門,獻西旅,□□入燎周廟,盂以□入三,即立中廷,北嚮,盂告伯即位,伯□□□□于伯,繼伯,□伯,告咸,與諸侯侯、甸、男□□盂征,既咸,賓即位、贊,王乎贊盂,"
余,綽自谷子仲,綽,"攻王光自作用劍,𬨤 允至,克多攻。"
棄,宅殷諫夜遣,宅,"唯十四年中山王作鼎,于銘:烏乎,語不廢哉,寡人之,與其溺於人也,寧溺淵,昔者,燕君子噲 叡夫悟,長為人主,閈 於天下之物矣,猶迷惑於子之而亡邦,為天下戮,而況在於少君,昔者,吾先考成王,早群臣,寡人幼童,未通智,唯傅姆是從,天降休命于邦,有厥忠"
朕,齊厥周燕我,齊,"唯十四年中山王作鼎,于銘:烏乎,語不廢哉,寡人之,與其溺於人也,寧溺淵,昔者,燕君子噲 叡夫悟,長為人主,閈 於天下之物矣,猶迷惑於子之而亡邦,為天下戮,而況在於少君,昔者,吾先考成王,早群臣,寡人幼童,未通智,唯傅姆是從,天降休命于邦,有厥忠"
事,疾戎見命異,疾,"唯五年正月己丑,琱 甥有,召來合事,余獻氏以,告曰:以君氏令曰,余止公,僕庸土田多,弋氏從許,公宕其,汝則其貳,公宕其貳,汝則宕一,余惠于君氏大璋,報氏帛束、璜,召伯虎曰:既訊,我考我母令,余敢亂,余或致我考我母令,琱 甥則覲"
壺,告璋金報田,告,"唯五年正月己丑,琱 甥有,召來合事,余獻氏以,告曰:以君氏令曰,余止公,僕庸土田多,弋氏從許,公宕其,汝則其貳,公宕其貳,汝則宕一,余惠于君氏大璋,報氏帛束、璜,召伯虎曰:既訊,我考我母令,余敢亂,余或致我考我母令,琱 甥則覲"
老,命若則既率,命,"唯五年正月己丑,琱 甥有,召來合事,余獻氏以,告曰:以君氏令曰,余止公,僕庸土田多,弋氏從許,公宕其,汝則其貳,公宕其貳,汝則宕一,余惠于君氏大璋,報氏帛束、璜,召伯虎曰:既訊,我考我母令,余敢亂,余或致我考我母令,琱 甥則覲"
伯,君尹子人公,君,"唯五年正月己丑,琱 甥有,召來合事,余獻氏以,告曰:以君氏令曰,余止公,僕庸土田多,弋氏從許,公宕其,汝則其貳,公宕其貳,汝則宕一,余惠于君氏大璋,報氏帛束、璜,召伯虎曰:既訊,我考我母令,余敢亂,余或致我考我母令,琱 甥則覲"
玉,豆饌飲爵酒,豆,"唯王卅又四祀,唯五月既午,王在京,禘 於昭,鮮蔑,祼王𬔧 ,祼三品,貝廿朋,對王休,作,子孫其永寶。"
孚,裘戎朔月夜,裘,"唯十月,用玁 放𬌐 ,廣伐京師,告追于王,命公遣乃元士,羞追于京師,武公命多友率公車,羞追京師,癸未,戎伐,衣,多友西追,甲申之辰,于,多友有折首執訊,凡以公車折首二百又□又人,執訊廿又三人,俘戎車乘一十又七乘,卒復人,又搏于共"
五,四六八廿卅,四,"唯十月,用玁 放𬌐 ,廣伐京師,告追于王,命公遣乃元士,羞追于京師,武公命多友率公車,羞追京師,癸未,戎伐,衣,多友西追,甲申之辰,于,多友有折首執訊,凡以公車折首二百又□又人,執訊廿又三人,俘戎車乘一十又七乘,卒復人,又搏于共"
侍,唯立今在孟,唯,"余嚴天之命,入城不賡,春稔歲,吉日初庚,吳王𬨤 之穆贈舒金,青鋁尃 皇,以作持。"
鄀,虢媵廩邾遘,虢,"于子又自作旅,子孫孫永用。"
伯,休家賞壽命,休,"拜𩒨 首,休朕寶君公,賜厥臣弟井五㮛 ,𧙧 冑、干戈,弗敢望伯休,對揚伯休。"
公,揚于告於烈,揚,"拜𩒨 首,休朕寶君公,賜厥臣弟井五㮛 ,𧙧 冑、干戈,弗敢望伯休,對揚伯休。"
總,厥天皇榮王,厥,"唯越十又九年,王曰:者,汝亦虔秉丕經德,以克光,於之學,𧻚𧻚 哉,弼王,往捍庶盟,以祇朕位,今余其念乃有齋祝成,烈壯用爯 ,光之肆,汝其用茲,綏安乃壽,思逸康樂,勿有不義,於不啻,唯王命,元,德,子孫永保。"
光,奠定靖朕就,奠,"唯越十又九年,王曰:者,汝亦虔秉丕經德,以克光,於之學,𧻚𧻚 哉,弼王,往捍庶盟,以祇朕位,今余其念乃有齋祝成,烈壯用爯 ,光之肆,汝其用茲,綏安乃壽,思逸康樂,勿有不義,於不啻,唯王命,元,德,子孫永保。"
休,考功戒辟祀,考,"唯越十又九年,王曰:者,汝亦虔秉丕經德,以克光,於之學,𧻚𧻚 哉,弼王,往捍庶盟,以祇朕位,今余其念乃有齋祝成,烈壯用爯 ,光之肆,汝其用茲,綏安乃壽,思逸康樂,勿有不義,於不啻,唯王命,元,德,子孫永保。"
於,不既是又大,不,"唯越十又九年,王曰:者,汝亦虔秉丕經德,以克光,於之學,𧻚𧻚 哉,弼王,往捍庶盟,以祇朕位,今余其念乃有齋祝成,烈壯用爯 ,光之肆,汝其用茲,綏安乃壽,思逸康樂,勿有不義,於不啻,唯王命,元,德,子孫永保。"
之,我咎尤令宥,我,"唯越十又九年,王曰:者,汝亦虔秉丕經德,以克光,於之學,𧻚𧻚 哉,弼王,往捍庶盟,以祇朕位,今余其念乃有齋祝成,烈壯用爯 ,光之肆,汝其用茲,綏安乃壽,思逸康樂,勿有不義,於不啻,唯王命,元,德,子孫永保。"
乃,元是明正中,元,"唯越十又九年,王曰:者,汝亦虔秉丕經德,以克光,於之學,𧻚𧻚 哉,弼王,往捍庶盟,以祇朕位,今余其念乃有齋祝成,烈壯用爯 ,光之肆,汝其用茲,綏安乃壽,思逸康樂,勿有不義,於不啻,唯王命,元,德,子孫永保。"
邍,媵虢廩緇烝,媵,"唯九月,初吉庚申,曾子 彝為孟姬鑄媵 。"
八,不是其既微,不,"唯王正月,初吉丁亥,呂曰:余畢公之孫、呂伯之,余頡事君,余狩武,作爲余鐘,玄鋁,大鐘肆,其四堵,矯矯其龍,既伸暢虡 ,大鐘既懸,鼓,余不敢爲驕,我以享,樂我先祖,以祈眉壽,世子孫,永以爲寶。"
玉,如即毋無其,如,"唯王正月,初吉丁亥,呂曰:余畢公之孫、呂伯之,余頡事君,余狩武,作爲余鐘,玄鋁,大鐘肆,其四堵,矯矯其龍,既伸暢虡 ,大鐘既懸,鼓,余不敢爲驕,我以享,樂我先祖,以祈眉壽,世子孫,永以爲寶。"
弁,玄東北昆南,玄,"王若曰:,丕顯文、武受,則乃祖奠周邦,今余命嫡官邑人,先虎臣後庸:西門夷、秦夷、京夷、、師、側薪、華夷、夷、人、成周走亞、、秦人、降人、服夷,賜玄衣純、緇 、衡、戈琱 、厚、彤蘇、旂、鋚 勒,用事,𩒨 首,對揚天"
戌,人漢蠻虞斥,人,"王若曰:,丕顯文、武受,則乃祖奠周邦,今余命嫡官邑人,先虎臣後庸:西門夷、秦夷、京夷、、師、側薪、華夷、夷、人、成周走亞、、秦人、降人、服夷,賜玄衣純、緇 、衡、戈琱 、厚、彤蘇、旂、鋚 勒,用事,𩒨 首,對揚天"
朱,叔師子王史,叔,"唯王正月,初吉乙巳,□勾之孫□亘□喪,王欲復,擇吉金,自作龢鐘,以賓客,誌勞諸侯,往矣,余之客,酓酓 孔協,萬後,無疾自下,允位,同之利,台孫皆永寶。"
師,之見返興入,之,"唯王正月,初吉乙巳,□勾之孫□亘□喪,王欲復,擇吉金,自作龢鐘,以賓客,誌勞諸侯,往矣,余之客,酓酓 孔協,萬後,無疾自下,允位,同之利,台孫皆永寶。"
汝,姓乘盟為僚,姓,"唯王正月,初吉乙巳,□勾之孫□亘□喪,王欲復,擇吉金,自作龢鐘,以賓客,誌勞諸侯,往矣,余之客,酓酓 孔協,萬後,無疾自下,允位,同之利,台孫皆永寶。"
方,子遣厥許於,子,"庚伐陸,睪其王,𬟰 綾相乘牡,釗不□其王牡,與以□師。"
懿,日癸大庚釐,日,"唯正月己亥,和肇作皇母龏 孟姬彝。"
于,朕厥顯先皇,朕,"王若曰:父,丕顯文武,天引厭厥德配我有周,膺受命,率懷不廷方,亡不覲文武耿光,唯天壯集厥命,亦唯先正厥辟,爵堇大,肆皇天亡斁 ,臨保我有,丕鞏先王配命,旻天疾,司余小子弗彶 ,邦將 吉,四方,大縱不靖,烏乎,余小子,湛于,永鞏先王"
曷,卲匄愍𩒨媵,卲,"王若曰:父,丕顯文武,天引厭厥德配我有周,膺受命,率懷不廷方,亡不覲文武耿光,唯天壯集厥命,亦唯先正厥辟,爵堇大,肆皇天亡斁 ,臨保我有,丕鞏先王配命,旻天疾,司余小子弗彶 ,邦將 吉,四方,大縱不靖,烏乎,余小子,湛于,永鞏先王"
艱,政命虐業荒,政,"王若曰:父,丕顯文武,天引厭厥德配我有周,膺受命,率懷不廷方,亡不覲文武耿光,唯天壯集厥命,亦唯先正厥辟,爵堇大,肆皇天亡斁 ,臨保我有,丕鞏先王配命,旻天疾,司余小子弗彶 ,邦將 吉,四方,大縱不靖,烏乎,余小子,湛于,永鞏先王"
三,者又廿十百,者,"矩或取赤琥兩、韍 兩、賁一,裁廿朋,其捨田田。"
白,叔伯子王天,叔,"唯元年六月,既望甲戌,在杜,𢓜 于大室,井入佑師虎,即立中廷,北,王乎內史吳曰:册命虎。"
鄙,吏方令諫憲,吏,"王曰:恒,令汝更喬克直,賜女鑾旂,用事,夙夕灋 朕令。"
冊,牆內室乎品,牆,"唯五月初吉,王在周,令作內史賜免鹵百,免蔑靜女王休,用作盤盉 ,其萬年用。"
毛,榮楷井南益,榮,"唯二年正月初吉,王在周卲 宮,丁亥,王各于宣榭,伯入門,立中廷,佑祝𨝍 ,王乎內史册命𨝍 ,王:昔先王既命汝作邑,纘 五邑祝,今余唯申就乃命,賜汝赤、衡、鑾旂,事,𨝍 拜手𩒨 首,敢揚天子休命,𨝍 用作朕考龏 伯尊𣪕 ,𨝍 其壽,萬年無"
與,以命令及率,以,"榮即酋厥故,□伯□□鬼,鬼以新□從,咸,折酋于□,王乎伯令盂人聝 入門,獻西旅,□□入燎周廟,盂以□入三門,即立中廷,北嚮,盂告即位,伯□□□□于明,繼伯,□伯,告咸,盂諸侯侯、甸、男□□從征,既咸,賓即位、贊賓,王乎贊盂,"
盂,南王出如肇,南,"榮即酋厥故,□伯□□鬼,鬼以新□從,咸,折酋于□,王乎伯令盂人聝 入門,獻西旅,□□入燎周廟,盂以□入三門,即立中廷,北嚮,盂告即位,伯□□□□于明,繼伯,□伯,告咸,盂諸侯侯、甸、男□□從征,既咸,賓即位、贊賓,王乎贊盂,"
允,由以從肇後,由,"攻王光自作用劍,𬨤 余至,克多攻。"
冊,親乎光則初,親,"王命尹,賜赤、幽衡、 勒。"
鋚,𣪕媵緇愍卲,𣪕,"王命尹,賜赤、幽衡、 勒。"
初,令乎才光使,令,"五年三月,既死霸庚寅,王格伐玁 于𫊣 。"
淵,己天泉水身,己,"十四年中山王作鼎,于銘曰:烏乎,語不廢哉,寡人聞,與其溺於人也,寧溺於,昔者,燕君子噲 叡悟,長為人主,閈 於天下物矣,猶迷惑於子之而亡其,為天下戮,而況在於少君乎,昔者,吾先考成王,早棄臣,寡人幼童,未通智,傅姆是從,天降休命于朕,有厥忠"
夫,聖睿昭明聰,聖,"十四年中山王作鼎,于銘曰:烏乎,語不廢哉,寡人聞,與其溺於人也,寧溺於,昔者,燕君子噲 叡悟,長為人主,閈 於天下物矣,猶迷惑於子之而亡其,為天下戮,而況在於少君乎,昔者,吾先考成王,早棄臣,寡人幼童,未通智,傅姆是從,天降休命于朕,有厥忠"
邦,心身德義智,心,"十四年中山王作鼎,于銘曰:烏乎,語不廢哉,寡人聞,與其溺於人也,寧溺於,昔者,燕君子噲 叡悟,長為人主,閈 於天下物矣,猶迷惑於子之而亡其,為天下戮,而況在於少君乎,昔者,吾先考成王,早棄臣,寡人幼童,未通智,傅姆是從,天降休命于朕,有厥忠"
群,厥小辟夙公,厥,"十四年中山王作鼎,于銘曰:烏乎,語不廢哉,寡人聞,與其溺於人也,寧溺於,昔者,燕君子噲 叡悟,長為人主,閈 於天下物矣,猶迷惑於子之而亡其,為天下戮,而況在於少君乎,昔者,吾先考成王,早棄臣,寡人幼童,未通智,傅姆是從,天降休命于朕,有厥忠"
止,事嗣逆林于,事,"五年正月己丑,琱 甥有事,召來合事,余獻氏以壺,告曰:以君氏令曰,余老公,僕庸土田多,弋伯從許,公宕其,汝則宕貳,公宕其貳,汝則宕其,余惠于君氏大璋,報帛束、璜,召伯虎曰:余訊,我考我母令,余弗亂,余或致我考我母令, 甥則覲"
琱,虢廩媵邾緇,虢,"五年正月己丑,琱 甥有事,召來合事,余獻氏以壺,告曰:以君氏令曰,余老公,僕庸土田多,弋伯從許,公宕其,汝則宕貳,公宕其貳,汝則宕其,余惠于君氏大璋,報帛束、璜,召伯虎曰:余訊,我考我母令,余弗亂,余或致我考我母令, 甥則覲"
作,事祀保終享,事,"王卅又四祀,唯五月既戊,王在京,禘 於昭王,鮮蔑,祼王𬔧 ,祼玉品,貝廿朋,對王休,用,子孫其永寶。"
廣,用逆肇遂北,用,"十月,用玁 放𬌐 ,伐京師,告追于王,命武遣乃元士,羞追于京師,公命多友率公車,羞追于師,癸未,戎伐,衣孚,多友西追,甲申之辰,搏,多友有折首執訊,以公車折首二百又□又五,執訊廿又三人,俘戎車百一十又七乘,卒復人俘,又搏于共"
凡,王搏厥俱余,王,"十月,用玁 放𬌐 ,伐京師,告追于王,命武遣乃元士,羞追于京師,公命多友率公車,羞追于師,癸未,戎伐,衣孚,多友西追,甲申之辰,搏,多友有折首執訊,以公車折首二百又□又五,執訊廿又三人,俘戎車百一十又七乘,卒復人俘,又搏于共"
乘,又廿人卅市,又,"十月,用玁 放𬌐 ,伐京師,告追于王,命武遣乃元士,羞追于京師,公命多友率公車,羞追于師,癸未,戎伐,衣孚,多友西追,甲申之辰,搏,多友有折首執訊,以公車折首二百又□又五,執訊廿又三人,俘戎車百一十又七乘,卒復人俘,又搏于共"
余,克畏膺秉夾,克,"嚴天之命,入城不賡,侍稔歲,吉日初庚,吳王光 之穆贈舒金,青鋁尃 ,以作持。"
