true_char,pred_topk,pred1,context
子,子字孫世湯,子,唯 王 卅 又 四 祀 ， 唯 五 既 朢 戊 午 ， 王 在 京 ， 禘 於 昭 王 ， 鮮 蔑 ， 王 𬔧 ， 祼 玉 三 品 ， 貝 朋 ， 對 王 休 ， 用 作 ， 孫 其 永 寶 。
追,至見歸告追,至,唯 十 月 ， 用 玁 狁 放 𬌐 ， 廣 伐 京 師 ， 告 追 于 王 ， 命 武 公 遣 乃 元 士 ， 羞 于 京 師 ， 武 公 命 多 友 公 車 ， 羞 追 于 京 師 ， 未 ， 戎 伐 郇 ， 衣 孚 ， 友 西 追 ， 甲 申 之 辰 ， 于 ， 多 友 有 折 首 訊 ， 凡 以 公 車 折 首 二 又 □ 又 五 人 ， 執 訊 廿 三 人 ， 俘 戎 車 百 乘 一 又 七 乘 ， 卒 復 郇 人 俘 ， 又 搏 于 共 ， 折
癸,辛癸丁乙己,辛,唯 十 月 ， 用 玁 狁 放 𬌐 ， 廣 伐 京 師 ， 告 追 于 王 ， 命 武 公 遣 乃 元 士 ， 羞 于 京 師 ， 武 公 命 多 友 公 車 ， 羞 追 于 京 師 ， 未 ， 戎 伐 郇 ， 衣 孚 ， 友 西 追 ， 甲 申 之 辰 ， 于 ， 多 友 有 折 首 訊 ， 凡 以 公 車 折 首 二 又 □ 又 五 人 ， 執 訊 廿 三 人 ， 俘 戎 車 百 乘 一 又 七 乘 ， 卒 復 郇 人 俘 ， 又 搏 于 共 ， 折
多,多眔卲霝𫲚,多,唯 十 月 ， 用 玁 狁 放 𬌐 ， 廣 伐 京 師 ， 告 追 于 王 ， 命 武 公 遣 乃 元 士 ， 羞 于 京 師 ， 武 公 命 多 友 公 車 ， 羞 追 于 京 師 ， 未 ， 戎 伐 郇 ， 衣 孚 ， 友 西 追 ， 甲 申 之 辰 ， 于 ， 多 友 有 折 首 訊 ， 凡 以 公 車 折 首 二 又 □ 又 五 人 ， 執 訊 廿 三 人 ， 俘 戎 車 百 乘 一 又 七 乘 ， 卒 復 郇 人 俘 ， 又 搏 于 共 ， 折
執,執折之枋揚,執,唯 十 月 ， 用 玁 狁 放 𬌐 ， 廣 伐 京 師 ， 告 追 于 王 ， 命 武 公 遣 乃 元 士 ， 羞 于 京 師 ， 武 公 命 多 友 公 車 ， 羞 追 于 京 師 ， 未 ， 戎 伐 郇 ， 衣 孚 ， 友 西 追 ， 甲 申 之 辰 ， 于 ， 多 友 有 折 首 訊 ， 凡 以 公 車 折 首 二 又 □ 又 五 人 ， 執 訊 廿 三 人 ， 俘 戎 車 百 乘 一 又 七 乘 ， 卒 復 郇 人 俘 ， 又 搏 于 共 ， 折
百,百千十伯鋝,百,唯 十 月 ， 用 玁 狁 放 𬌐 ， 廣 伐 京 師 ， 告 追 于 王 ， 命 武 公 遣 乃 元 士 ， 羞 于 京 師 ， 武 公 命 多 友 公 車 ， 羞 追 于 京 師 ， 未 ， 戎 伐 郇 ， 衣 孚 ， 友 西 追 ， 甲 申 之 辰 ， 于 ， 多 友 有 折 首 訊 ， 凡 以 公 車 折 首 二 又 □ 又 五 人 ， 執 訊 廿 三 人 ， 俘 戎 車 百 乘 一 又 七 乘 ， 卒 復 郇 人 俘 ， 又 搏 于 共 ， 折
又,又㞢有若執,又,唯 十 月 ， 用 玁 狁 放 𬌐 ， 廣 伐 京 師 ， 告 追 于 王 ， 命 武 公 遣 乃 元 士 ， 羞 于 京 師 ， 武 公 命 多 友 公 車 ， 羞 追 于 京 師 ， 未 ， 戎 伐 郇 ， 衣 孚 ， 友 西 追 ， 甲 申 之 辰 ， 于 ， 多 友 有 折 首 訊 ， 凡 以 公 車 折 首 二 又 □ 又 五 人 ， 執 訊 廿 三 人 ， 俘 戎 車 百 乘 一 又 七 乘 ， 卒 復 郇 人 俘 ， 又 搏 于 共 ， 折
十,十百日旬舸,十,唯 十 月 ， 用 玁 狁 放 𬌐 ， 廣 伐 京 師 ， 告 追 于 王 ， 命 武 公 遣 乃 元 士 ， 羞 于 京 師 ， 武 公 命 多 友 公 車 ， 羞 追 于 京 師 ， 未 ， 戎 伐 郇 ， 衣 孚 ， 友 西 追 ， 甲 申 之 辰 ， 于 ， 多 友 有 折 首 訊 ， 凡 以 公 車 折 首 二 又 □ 又 五 人 ， 執 訊 廿 三 人 ， 俘 戎 車 百 乘 一 又 七 乘 ， 卒 復 郇 人 俘 ， 又 搏 于 共 ， 折
庚,庚丁辛壬吉,庚,余 嚴 天 之 命 ， 入 城 不 ， 侍 春 稔 歲 ， 吉 日 初 ， 吳 王 光 𬨤 之 穆 贈 舒 ， 青 鋁 尃 皇 ， 以 作 持 。
休,休命若子令,休,走 敢 拜 𩒨 首 ， 對 揚 王 。
公,公召宄格申,公,豦 拜 𩒨 首 ， 休 朕 寶 君 伯 ， 賜 厥 臣 弟 豦 井 五 ， 賜 𧙧 冑 、 干 戈 ， 豦 敢 望 公 伯 休 ， 對 揚 伯 。
休,休釐命施宗,休,豦 拜 𩒨 首 ， 休 朕 寶 君 伯 ， 賜 厥 臣 弟 豦 井 五 ， 賜 𧙧 冑 、 干 戈 ， 豦 敢 望 公 伯 休 ， 對 揚 伯 。
德,德邦𢛳忌儀,德,唯 越 十 又 九 年 ， 王 曰 ： 者 ， 汝 亦 虔 秉 丕 經 ， 以 克 總 光 ， 於 之 愻 ， 𧻚 𧻚 哉 ， 弼 王 侂 ， 捍 庶 盟 ， 以 祇 光 朕 位 ， 今 余 其 念 乃 有 齋 休 成 ， 烈 壯 用 爯 ， 光 之 肆 ， 汝 其 用 茲 ， 綏 安 壽 ， 思 逸 康 樂 ， 勿 有 義 ， 訅 之 於 不 啻 ， 唯 命 ， 元 ， 乃 德 ， 子 永 保 。
不,不逸嘉非弗,不,唯 越 十 又 九 年 ， 王 曰 ： 者 ， 汝 亦 虔 秉 丕 經 ， 以 克 總 光 ， 於 之 愻 ， 𧻚 𧻚 哉 ， 弼 王 侂 ， 捍 庶 盟 ， 以 祇 光 朕 位 ， 今 余 其 念 乃 有 齋 休 成 ， 烈 壯 用 爯 ， 光 之 肆 ， 汝 其 用 茲 ， 綏 安 壽 ， 思 逸 康 樂 ， 勿 有 義 ， 訅 之 於 不 啻 ， 唯 命 ， 元 ， 乃 德 ， 子 永 保 。
王,永天王大乃,永,唯 越 十 又 九 年 ， 王 曰 ： 者 ， 汝 亦 虔 秉 丕 經 ， 以 克 總 光 ， 於 之 愻 ， 𧻚 𧻚 哉 ， 弼 王 侂 ， 捍 庶 盟 ， 以 祇 光 朕 位 ， 今 余 其 念 乃 有 齋 休 成 ， 烈 壯 用 爯 ， 光 之 肆 ， 汝 其 用 茲 ， 綏 安 壽 ， 思 逸 康 樂 ， 勿 有 義 ， 訅 之 於 不 啻 ， 唯 命 ， 元 ， 乃 德 ， 子 永 保 。
孫,孫子世女姓,孫,唯 越 十 又 九 年 ， 王 曰 ： 者 ， 汝 亦 虔 秉 丕 經 ， 以 克 總 光 ， 於 之 愻 ， 𧻚 𧻚 哉 ， 弼 王 侂 ， 捍 庶 盟 ， 以 祇 光 朕 位 ， 今 余 其 念 乃 有 齋 休 成 ， 烈 壯 用 爯 ， 光 之 肆 ， 汝 其 用 茲 ， 綏 安 壽 ， 思 逸 康 樂 ， 勿 有 義 ， 訅 之 於 不 啻 ， 唯 命 ， 元 ， 乃 德 ， 子 永 保 。
文,皇文光𰙝顯,皇,𬁡 既 拜 𩒨 首 ， 升 于 厥 祖 考 。
戊,甲戊庚丙壬,甲,唯 四 年 二 月 ， 既 生 霸 戌 ， 王 在 周 師 彔 宮 ， 大 室 ， 即 位 ， 馬 共 ， 王 乎 史 侁 册 賜 鞶 、 鞹 芾 、 鋚 勒 ， 敢 對 天 子 休 ， 用 作 文 考 寶 ， 其 萬 年 ， 子 子 孫 其 永 寶 ， 木 羊 册 。
各,各洛夂𢕌夨,各,唯 四 年 二 月 ， 既 生 霸 戌 ， 王 在 周 師 彔 宮 ， 大 室 ， 即 位 ， 馬 共 ， 王 乎 史 侁 册 賜 鞶 、 鞹 芾 、 鋚 勒 ， 敢 對 天 子 休 ， 用 作 文 考 寶 ， 其 萬 年 ， 子 子 孫 其 永 寶 ， 木 羊 册 。
揚,揚𬀑昜朕越,揚,唯 四 年 二 月 ， 既 生 霸 戌 ， 王 在 周 師 彔 宮 ， 大 室 ， 即 位 ， 馬 共 ， 王 乎 史 侁 册 賜 鞶 、 鞹 芾 、 鋚 勒 ， 敢 對 天 子 休 ， 用 作 文 考 寶 ， 其 萬 年 ， 子 子 孫 其 永 寶 ， 木 羊 册 。
𣪕,𣪕尊鐘彝鼎,𣪕,唯 四 年 二 月 ， 既 生 霸 戌 ， 王 在 周 師 彔 宮 ， 大 室 ， 即 位 ， 馬 共 ， 王 乎 史 侁 册 賜 鞶 、 鞹 芾 、 鋚 勒 ， 敢 對 天 子 休 ， 用 作 文 考 寶 ， 其 萬 年 ， 子 子 孫 其 永 寶 ， 木 羊 册 。
孫,孫子臣婦甥,孫,唯 四 年 二 月 ， 既 生 霸 戌 ， 王 在 周 師 彔 宮 ， 大 室 ， 即 位 ， 馬 共 ， 王 乎 史 侁 册 賜 鞶 、 鞹 芾 、 鋚 勒 ， 敢 對 天 子 休 ， 用 作 文 考 寶 ， 其 萬 年 ， 子 子 孫 其 永 寶 ， 木 羊 册 。
邦,邦家命宇國,邦,王 若 曰 ： 訇 ， 丕 顯 文 、 武 受 命 ， 則 乃 祖 奠 周 ， 今 余 命 汝 嫡 官 邑 ， 先 虎 臣 後 庸 ： 西 門 、 秦 夷 、 京 夷 、 夷 、 師 笭 、 側 薪 、 華 夷 、 弁 豸 夷 、 人 、 成 周 亞 、 戌 、 秦 人 、 降 人 、 服 夷 ， 賜 汝 玄 衣 黹 純 、 緇 芾 、 衡 、 戈 琱 胾 、 厚 柲 、 彤 蘇 、 鑾 旂 、 勒 ， 用 事 ， 訇 𩒨 首 ， 揚 天 子 休 命 ，
人,人土吏政鄙,人,王 若 曰 ： 訇 ， 丕 顯 文 、 武 受 命 ， 則 乃 祖 奠 周 ， 今 余 命 汝 嫡 官 邑 ， 先 虎 臣 後 庸 ： 西 門 、 秦 夷 、 京 夷 、 夷 、 師 笭 、 側 薪 、 華 夷 、 弁 豸 夷 、 人 、 成 周 亞 、 戌 、 秦 人 、 降 人 、 服 夷 ， 賜 汝 玄 衣 黹 純 、 緇 芾 、 衡 、 戈 琱 胾 、 厚 柲 、 彤 蘇 、 鑾 旂 、 勒 ， 用 事 ， 訇 𩒨 首 ， 揚 天 子 休 命 ，
夷,夷蠻豹貉侯,夷,王 若 曰 ： 訇 ， 丕 顯 文 、 武 受 命 ， 則 乃 祖 奠 周 ， 今 余 命 汝 嫡 官 邑 ， 先 虎 臣 後 庸 ： 西 門 、 秦 夷 、 京 夷 、 夷 、 師 笭 、 側 薪 、 華 夷 、 弁 豸 夷 、 人 、 成 周 亞 、 戌 、 秦 人 、 降 人 、 服 夷 ， 賜 汝 玄 衣 黹 純 、 緇 芾 、 衡 、 戈 琱 胾 、 厚 柲 、 彤 蘇 、 鑾 旂 、 勒 ， 用 事 ， 訇 𩒨 首 ， 揚 天 子 休 命 ，
對,對奉敏敬敢,對,王 若 曰 ： 訇 ， 丕 顯 文 、 武 受 命 ， 則 乃 祖 奠 周 ， 今 余 命 汝 嫡 官 邑 ， 先 虎 臣 後 庸 ： 西 門 、 秦 夷 、 京 夷 、 夷 、 師 笭 、 側 薪 、 華 夷 、 弁 豸 夷 、 人 、 成 周 亞 、 戌 、 秦 人 、 降 人 、 服 夷 ， 賜 汝 玄 衣 黹 純 、 緇 芾 、 衡 、 戈 琱 胾 、 厚 柲 、 彤 蘇 、 鑾 旂 、 勒 ， 用 事 ， 訇 𩒨 首 ， 揚 天 子 休 命 ，
寶,寶寳匋𫴅保,寶,中 伯 作 亲 姬 䜌 人 寶 𣪕 ， 其 萬 年 ， 子 子 孫 孫 永 用 。
休,休命若旨令,休,拜 𩒨 首 ， 敢 對 揚 王 。
休,休命令賜賞,休,繁 拜 手 𩒨 首 ， 對 揚 公 ， 用 作 文 考 辛 公 寶 𱀵 ， 其 萬 年 寶 。
彝,彝𣪕鼎尊壺,彝,繁 拜 手 𩒨 首 ， 對 揚 公 ， 用 作 文 考 辛 公 寶 𱀵 ， 其 萬 年 寶 。
卯,卯午酉斥衛,卯,卯 拜 手 𩒨 首 ， 敢 對 揚 伯 休 ， 用 作 寶 尊 𣪕 ， 其 萬 年 ， 子 子 孫 孫 永 用 。
寶,寶寳𫴅匋保,寶,卯 拜 手 𩒨 首 ， 敢 對 揚 伯 休 ， 用 作 寶 尊 𣪕 ， 其 萬 年 ， 子 子 孫 孫 永 用 。
在,才在各幸夂,才,唯 二 月 初 吉 戊 寅 ， 王 周 師 馬 宮 ， 各 大 室 ， 即 位 ， 馬 井 伯 佑 ， 入 門 ， 立 中 廷 ， 乎 內 史 吳 册 令 師 ， ： 先 王 既 命 汝 ， 今 余 申 先 王 命 ， 命 汝 官 人 、 師 氏 ， 賜 汝 金 勒 ， 拜 𩒨 首 ， 敢 對 揚 天 不 顯 休 ， 用 作 朕 文 考 季 尊 𣪕 ， 其 萬 年 ， 孫 子 子 其 永 寶 ， 用 享 宗 室 。
師,師旅蔡鄭林,師,唯 二 月 初 吉 戊 寅 ， 王 周 師 馬 宮 ， 各 大 室 ， 即 位 ， 馬 井 伯 佑 ， 入 門 ， 立 中 廷 ， 乎 內 史 吳 册 令 師 ， ： 先 王 既 命 汝 ， 今 余 申 先 王 命 ， 命 汝 官 人 、 師 氏 ， 賜 汝 金 勒 ， 拜 𩒨 首 ， 敢 對 揚 天 不 顯 休 ， 用 作 朕 文 考 季 尊 𣪕 ， 其 萬 年 ， 孫 子 子 其 永 寶 ， 用 享 宗 室 。
王,王夨命廼卲,王,唯 二 月 初 吉 戊 寅 ， 王 周 師 馬 宮 ， 各 大 室 ， 即 位 ， 馬 井 伯 佑 ， 入 門 ， 立 中 廷 ， 乎 內 史 吳 册 令 師 ， ： 先 王 既 命 汝 ， 今 余 申 先 王 命 ， 命 汝 官 人 、 師 氏 ， 賜 汝 金 勒 ， 拜 𩒨 首 ， 敢 對 揚 天 不 顯 休 ， 用 作 朕 文 考 季 尊 𣪕 ， 其 萬 年 ， 孫 子 子 其 永 寶 ， 用 享 宗 室 。
曰,曰云言若令,曰,唯 二 月 初 吉 戊 寅 ， 王 周 師 馬 宮 ， 各 大 室 ， 即 位 ， 馬 井 伯 佑 ， 入 門 ， 立 中 廷 ， 乎 內 史 吳 册 令 師 ， ： 先 王 既 命 汝 ， 今 余 申 先 王 命 ， 命 汝 官 人 、 師 氏 ， 賜 汝 金 勒 ， 拜 𩒨 首 ， 敢 對 揚 天 不 顯 休 ， 用 作 朕 文 考 季 尊 𣪕 ， 其 萬 年 ， 孫 子 子 其 永 寶 ， 用 享 宗 室 。
唯,唯隹敢其既,唯,唯 二 月 初 吉 戊 寅 ， 王 周 師 馬 宮 ， 各 大 室 ， 即 位 ， 馬 井 伯 佑 ， 入 門 ， 立 中 廷 ， 乎 內 史 吳 册 令 師 ， ： 先 王 既 命 汝 ， 今 余 申 先 王 命 ， 命 汝 官 人 、 師 氏 ， 賜 汝 金 勒 ， 拜 𩒨 首 ， 敢 對 揚 天 不 顯 休 ， 用 作 朕 文 考 季 尊 𣪕 ， 其 萬 年 ， 孫 子 子 其 永 寶 ， 用 享 宗 室 。
邑,邑田里馬宮,邑,唯 二 月 初 吉 戊 寅 ， 王 周 師 馬 宮 ， 各 大 室 ， 即 位 ， 馬 井 伯 佑 ， 入 門 ， 立 中 廷 ， 乎 內 史 吳 册 令 師 ， ： 先 王 既 命 汝 ， 今 余 申 先 王 命 ， 命 汝 官 人 、 師 氏 ， 賜 汝 金 勒 ， 拜 𩒨 首 ， 敢 對 揚 天 不 顯 休 ， 用 作 朕 文 考 季 尊 𣪕 ， 其 萬 年 ， 孫 子 子 其 永 寶 ， 用 享 宗 室 。
子,子字王命顯,子,唯 二 月 初 吉 戊 寅 ， 王 周 師 馬 宮 ， 各 大 室 ， 即 位 ， 馬 井 伯 佑 ， 入 門 ， 立 中 廷 ， 乎 內 史 吳 册 令 師 ， ： 先 王 既 命 汝 ， 今 余 申 先 王 命 ， 命 汝 官 人 、 師 氏 ， 賜 汝 金 勒 ， 拜 𩒨 首 ， 敢 對 揚 天 不 顯 休 ， 用 作 朕 文 考 季 尊 𣪕 ， 其 萬 年 ， 孫 子 子 其 永 寶 ， 用 享 宗 室 。
孫,孫子世父臣,孫,唯 二 月 初 吉 戊 寅 ， 王 周 師 馬 宮 ， 各 大 室 ， 即 位 ， 馬 井 伯 佑 ， 入 門 ， 立 中 廷 ， 乎 內 史 吳 册 令 師 ， ： 先 王 既 命 汝 ， 今 余 申 先 王 命 ， 命 汝 官 人 、 師 氏 ， 賜 汝 金 勒 ， 拜 𩒨 首 ， 敢 對 揚 天 不 顯 休 ， 用 作 朕 文 考 季 尊 𣪕 ， 其 萬 年 ， 孫 子 子 其 永 寶 ， 用 享 宗 室 。
于,于孝我朕各,于,唯 二 月 初 吉 戊 寅 ， 王 周 師 馬 宮 ， 各 大 室 ， 即 位 ， 馬 井 伯 佑 ， 入 門 ， 立 中 廷 ， 乎 內 史 吳 册 令 師 ， ： 先 王 既 命 汝 ， 今 余 申 先 王 命 ， 命 汝 官 人 、 師 氏 ， 賜 汝 金 勒 ， 拜 𩒨 首 ， 敢 對 揚 天 不 顯 休 ， 用 作 朕 文 考 季 尊 𣪕 ， 其 萬 年 ， 孫 子 子 其 永 寶 ， 用 享 宗 室 。
戌,戌申寅子午,戌,唯 元 年 六 月 ， 既 望 甲 ， 王 在 杜 ， 𢓜 于 大 ， 井 白 入 佑 師 虎 ， 即 中 廷 ， 北 嚮 ， 王 乎 內 吳 曰 ： 册 命 虎 。
室,廟室廷宮麓,廟,唯 元 年 六 月 ， 既 望 甲 ， 王 在 杜 ， 𢓜 于 大 ， 井 白 入 佑 師 虎 ， 即 中 廷 ， 北 嚮 ， 王 乎 內 吳 曰 ： 册 命 虎 。
立,立𬔤位在門,立,唯 元 年 六 月 ， 既 望 甲 ， 王 在 杜 ， 𢓜 于 大 ， 井 白 入 佑 師 虎 ， 即 中 廷 ， 北 嚮 ， 王 乎 內 吳 曰 ： 册 命 虎 。
史,史者饔士書,史,唯 元 年 六 月 ， 既 望 甲 ， 王 在 杜 ， 𢓜 于 大 ， 井 白 入 佑 師 虎 ， 即 中 廷 ， 北 嚮 ， 王 乎 內 吳 曰 ： 册 命 虎 。
在,在才各幸之,在,唯 二 年 正 月 初 吉 ， 王 周 卲 宮 ， 丁 亥 ， 王 各 宣 榭 ， 毛 伯 入 門 ， 立 廷 ， 佑 祝 𨝍 ， 王 乎 內 册 命 𨝍 ， 王 曰 ： 昔 先 既 命 汝 作 邑 ， 纘 五 邑 ， 今 余 唯 申 就 乃 命 ， 汝 赤 芾 、 緀 衡 、 鑾 ， 用 事 ， 𨝍 拜 手 𩒨 首 ， 敢 對 揚 天 子 休 命 ， 𨝍 作 朕 皇 考 龏 伯 尊 𣪕 ， 其 眉 壽 ， 萬 年 無 疆 ， 子 孫 孫 ， 永 寶
于,于於吳嗚太,于,唯 二 年 正 月 初 吉 ， 王 周 卲 宮 ， 丁 亥 ， 王 各 宣 榭 ， 毛 伯 入 門 ， 立 廷 ， 佑 祝 𨝍 ， 王 乎 內 册 命 𨝍 ， 王 曰 ： 昔 先 既 命 汝 作 邑 ， 纘 五 邑 ， 今 余 唯 申 就 乃 命 ， 汝 赤 芾 、 緀 衡 、 鑾 ， 用 事 ， 𨝍 拜 手 𩒨 首 ， 敢 對 揚 天 子 休 命 ， 𨝍 作 朕 皇 考 龏 伯 尊 𣪕 ， 其 眉 壽 ， 萬 年 無 疆 ， 子 孫 孫 ， 永 寶
中,中仲東北少,中,唯 二 年 正 月 初 吉 ， 王 周 卲 宮 ， 丁 亥 ， 王 各 宣 榭 ， 毛 伯 入 門 ， 立 廷 ， 佑 祝 𨝍 ， 王 乎 內 册 命 𨝍 ， 王 曰 ： 昔 先 既 命 汝 作 邑 ， 纘 五 邑 ， 今 余 唯 申 就 乃 命 ， 汝 赤 芾 、 緀 衡 、 鑾 ， 用 事 ， 𨝍 拜 手 𩒨 首 ， 敢 對 揚 天 子 休 命 ， 𨝍 作 朕 皇 考 龏 伯 尊 𣪕 ， 其 眉 壽 ， 萬 年 無 疆 ， 子 孫 孫 ， 永 寶
史,史饔士者父,史,唯 二 年 正 月 初 吉 ， 王 周 卲 宮 ， 丁 亥 ， 王 各 宣 榭 ， 毛 伯 入 門 ， 立 廷 ， 佑 祝 𨝍 ， 王 乎 內 册 命 𨝍 ， 王 曰 ： 昔 先 既 命 汝 作 邑 ， 纘 五 邑 ， 今 余 唯 申 就 乃 命 ， 汝 赤 芾 、 緀 衡 、 鑾 ， 用 事 ， 𨝍 拜 手 𩒨 首 ， 敢 對 揚 天 子 休 命 ， 𨝍 作 朕 皇 考 龏 伯 尊 𣪕 ， 其 眉 壽 ， 萬 年 無 疆 ， 子 孫 孫 ， 永 寶
王,王公人君祖,王,唯 二 年 正 月 初 吉 ， 王 周 卲 宮 ， 丁 亥 ， 王 各 宣 榭 ， 毛 伯 入 門 ， 立 廷 ， 佑 祝 𨝍 ， 王 乎 內 册 命 𨝍 ， 王 曰 ： 昔 先 既 命 汝 作 邑 ， 纘 五 邑 ， 今 余 唯 申 就 乃 命 ， 汝 赤 芾 、 緀 衡 、 鑾 ， 用 事 ， 𨝍 拜 手 𩒨 首 ， 敢 對 揚 天 子 休 命 ， 𨝍 作 朕 皇 考 龏 伯 尊 𣪕 ， 其 眉 壽 ， 萬 年 無 疆 ， 子 孫 孫 ， 永 寶
賜,賜赐授賞命,賜,唯 二 年 正 月 初 吉 ， 王 周 卲 宮 ， 丁 亥 ， 王 各 宣 榭 ， 毛 伯 入 門 ， 立 廷 ， 佑 祝 𨝍 ， 王 乎 內 册 命 𨝍 ， 王 曰 ： 昔 先 既 命 汝 作 邑 ， 纘 五 邑 ， 今 余 唯 申 就 乃 命 ， 汝 赤 芾 、 緀 衡 、 鑾 ， 用 事 ， 𨝍 拜 手 𩒨 首 ， 敢 對 揚 天 子 休 命 ， 𨝍 作 朕 皇 考 龏 伯 尊 𣪕 ， 其 眉 壽 ， 萬 年 無 疆 ， 子 孫 孫 ， 永 寶
旂,旂㫃儀衡𩌏,旂,唯 二 年 正 月 初 吉 ， 王 周 卲 宮 ， 丁 亥 ， 王 各 宣 榭 ， 毛 伯 入 門 ， 立 廷 ， 佑 祝 𨝍 ， 王 乎 內 册 命 𨝍 ， 王 曰 ： 昔 先 既 命 汝 作 邑 ， 纘 五 邑 ， 今 余 唯 申 就 乃 命 ， 汝 赤 芾 、 緀 衡 、 鑾 ， 用 事 ， 𨝍 拜 手 𩒨 首 ， 敢 對 揚 天 子 休 命 ， 𨝍 作 朕 皇 考 龏 伯 尊 𣪕 ， 其 眉 壽 ， 萬 年 無 疆 ， 子 孫 孫 ， 永 寶
